RESPID,STRATUM,COMTYPE2,SMUSE_FB,SMUSE_YT,SMUSE_X,SMUSE_IG,SMUSE_SC,SMUSE_WA,SMUSE_TT,SMUSE_RD,SMUSE_BSK,SMUSE_TH,SMUSE_TS,RELIG,EDUCCAT,PARTY,HISP,RACECMB,RACETHN,AGECAT,BIRTHPLACE,GENDER,ADULTS,INC_SDT1,CREGION,METRO,BASEWT,WEIGHT
6079,9,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,4,2,1,1,2,1,2,1,1,2,1,0.4509005960677219,0.6234214014476452
6007,1,1,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2,1,2,1,99,3,2,2,2,2,1,1,1,0.1601642992143456,0.2191378271063655
13682,6,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,11,1,2,2,1,1,1,1,2,1,6,3,1,0.783130841714174,2.383634470499766
14760,10,2,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1,2,1,2,1,1,3,1,1,2,8,2,1,1.604400946201048,1.0911024952119577
8949,10,3,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,1,2,1,1,3,7,3,1,1.2033007096507862,0.990385355115025
18462,10,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,3,3,2,1,1,4,1,1,2,6,3,1,0.802200473100524,0.5766571266178363
6742,10,3,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10,3,3,2,1,1,4,1,1,2,5,3,2,1.604400946201048,1.1828999180444235
4421,10,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,3,4,2,1,1,4,1,1,1,2,1,1,0.802200473100524,1.2316545977777364
4761,10,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,2,2,4,4,3,1,2,2,3,4,2,1.604400946201048,1.3359572121233572
11566,10,2,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1,1,1,2,1,1,2,1,2,2,8,3,1,1.604400946201048,1.6230620948476078
8755,4,3,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,99,2,3,2,1,1,2,1,2,3,1,2,1,2.522326676339296,4.442509907183536
9668,10,2,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,1,2,1,1,2,5,3,2,1.604400946201048,2.8413911960469638
12947,9,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,2,2,2,2,4,1,2,2,5,3,1,0.901801192135444,0.5986133052690038
5469,10,3,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2,1,2,2,1,1,4,4,1,2,3,1,1,1.604400946201048,0.4705730713411775
3240,7,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,3,1,1,99,3,4,1,1,5,1,3,1,0.5324944802748801,0.4648705443605879
1123,9,1,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1,2,2,1,1,1,1,1,2,1,3,1,0.4509005960677219,0.6151118216399013
11537,10,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,3,2,1,1,3,1,1,99,99,2,1,0.802200473100524,0.4880705135368161
1183,10,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,2,2,1,1,2,1,2,3,1,3,1,1.2033007096507862,0.7716105961436456
13692,10,1,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,9,2,2,2,1,1,2,1,2,2,6,2,1,0.802200473100524,0.707056483826531
15478,9,1,,,,,,,,,,,,2,3,3,2,1,1,4,1,1,1,6,1,1,0.4509005960677219,0.4720019053182993
16638,10,3,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1,2,1,1,4,1,1,2,3,2,2,1.604400946201048,0.5583891260899415
6206,2,1,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,12,2,2,2,2,2,1,1,2,2,3,1,1,0.577363668715013,1.1907146129638897
17537,2,1,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1,3,2,2,2,2,3,1,2,1,3,3,1,0.577363668715013,0.192006996135392
403,10,2,1.0,99.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,3,1,2,1,1,3,1,2,1,1,3,1,0.802200473100524,0.6291523771941873
11103,9,2,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,10,3,3,2,1,1,2,1,2,2,1,2,1,0.4509005960677219,0.8714738980352841
12397,10,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,1,3,2,1,1,4,1,2,1,2,4,1,0.401100236550262,0.1983673864586697
3122,10,2,,,,,,,,,,,,2,3,1,2,1,1,4,1,1,1,3,1,1,0.802200473100524,0.9404957719056212
4680,9,1,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,11,1,2,2,1,1,1,1,2,2,4,2,1,0.901801192135444,0.9687053618042838
9867,10,3,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,1,1,3,1,1,2,8,1,1,1.604400946201048,1.3884368173543344
16630,10,2,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2,1,1,2,1,1,4,1,2,1,7,4,1,0.802200473100524,0.6629125151929992
5650,10,3,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2,3,1,1,1,3,3,4,2,3,4,3,1,1.2033007096507862,2.769834016485665
13105,10,2,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,12,1,2,2,1,1,1,1,2,2,4,4,1,1.604400946201048,2.1200786240927045
15882,7,2,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2,3,3,1,1,3,2,4,1,2,4,2,1,0.3549963201832534,0.9254540021177196
5531,1,1,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1,3,2,2,2,2,2,1,2,1,1,3,1,0.1601642992143456,0.1890731589480059
17250,6,2,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2,3,3,1,1,3,2,4,1,4,6,4,1,2.3493925251425223,5.454124253915292
9759,10,3,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,3,2,2,1,1,3,1,2,2,3,4,1,1.604400946201048,1.156216514619536
16160,6,1,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,12,2,4,2,1,1,1,1,3,2,1,4,1,0.783130841714174,0.6189796548032847
7870,2,1,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10,2,3,2,1,1,2,1,2,2,8,2,1,1.154727337430026,1.3014302234729689
15418,10,2,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1,1,2,1,1,4,1,1,2,8,3,1,0.802200473100524,0.2670737930672933
2667,10,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2,4,2,2,2,2,1,1,2,6,3,1,1.604400946201048,5.454124253915292
14485,2,3,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,12,2,2,2,2,2,2,1,2,2,1,3,1,1.154727337430026,1.0149054255384329
2646,10,2,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,10,1,2,2,1,1,2,1,1,2,8,3,1,1.604400946201048,1.5240197825416637
10208,10,3,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,2,1,2,1,1,2,1,2,1,1,3,2,0.401100236550262,0.4395516102155837
6185,10,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8,2,4,2,3,5,2,1,1,1,3,3,1,0.401100236550262,0.8684608735861595
2383,10,2,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,99.0,2.0,2,1,2,2,1,1,99,4,2,99,99,3,1,0.802200473100524,0.5178059797574346
6707,10,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1,2,1,1,4,1,1,3,5,3,1,2.4066014193015723,1.3453828187811814
17668,10,3,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,1,1,4,1,1,2,7,1,1,1.604400946201048,0.6292524298108951
18057,10,1,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1,3,1,2,1,1,2,1,2,2,1,1,1,1.604400946201048,2.9664346993719573
10402,10,3,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,99,3,3,2,2,2,2,1,2,2,2,3,1,1.604400946201048,1.6623206866881557
9990,8,2,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,11,3,3,2,4,4,1,1,1,2,4,3,1,0.7699288503178715,5.454124253915292
115,1,2,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,2,3,2,1,1,3,1,2,3,5,3,1,0.4804928976430369,0.2932607050375941
17361,10,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1,2,1,1,3,1,1,3,8,2,2,1.2033007096507862,0.7774766944745991
136,10,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,2,2,4,4,3,4,2,5,99,1,1,2.4066014193015723,3.7170962062405177
4051,10,1,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1,2,3,2,1,1,1,1,1,2,5,4,1,0.802200473100524,3.61652920549946
6523,7,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,3,1,1,99,3,4,1,1,2,4,4,1,0.3549963201832534,0.3928396082215472
3687,10,2,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1,1,3,2,1,1,3,1,1,2,7,3,1,1.604400946201048,1.4604633304272223
4548,1,3,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,1,2,1,99,3,2,1,2,1,3,3,1,0.0800821496071728,0.0689407420217793
12083,6,1,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,3,2,2,2,2,3,1,2,2,3,3,1,1.566261683428348,1.3187482972400657
16400,9,3,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,2,2,1,1,4,1,1,2,8,3,1,0.4509005960677219,0.1434559894818323
542,9,2,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,12,1,4,2,1,1,2,1,2,2,7,3,1,0.901801192135444,0.7351902035545076
9861,10,2,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,1,1,2,1,1,3,1,1,2,8,4,1,0.802200473100524,0.566857978545666
17605,9,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,1,2,1,1,4,1,1,2,3,2,1,0.901801192135444,0.8630497193581188
6106,10,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,3,1,2,1,1,3,1,1,2,4,3,1,0.802200473100524,1.3382571206859035
18171,9,2,1.0,1.0,1.0,1.0,2.0,2.0,2.0,99.0,2.0,99.0,2.0,12,3,1,2,1,1,4,1,1,1,2,4,1,0.2254502980338609,0.2182097194750087
1285,10,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,1,2,1,1,4,1,1,2,8,1,1,0.802200473100524,0.4361251706872197
18165,6,2,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2,1,1,2,1,1,4,1,1,1,6,3,1,0.783130841714174,0.2613357389240502
8664,10,3,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,10,3,1,2,1,1,1,1,1,2,2,2,1,0.802200473100524,4.032600961936011
14708,10,1,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,9,1,2,2,1,1,4,1,1,2,6,4,1,0.802200473100524,0.251794595382497
4618,6,2,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1,4,2,1,1,3,1,2,2,7,4,1,1.566261683428348,1.062593502050989
1117,8,1,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,3,1,1,1,3,4,4,2,2,2,3,1,0.7699288503178715,0.9212052434908397
9380,8,2,,,,,,,,,,,,11,2,1,2,1,1,4,1,1,1,1,4,1,0.3849644251589357,0.2749835473772689
1171,8,1,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2,1,2,1,1,3,3,1,1,2,6,3,1,0.7699288503178715,0.375329980642638
2428,10,2,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,10,2,1,2,1,1,2,1,2,1,6,3,1,0.401100236550262,0.4797225482956548
2285,10,2,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2,1,1,2,1,1,4,1,1,2,8,3,1,1.604400946201048,0.7988610564102676
4278,9,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10,1,3,2,1,1,4,1,2,1,5,1,1,0.4509005960677219,0.3780591450615859
2647,8,1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1,2,1,1,1,3,3,1,2,4,6,3,1,1.154893275476807,0.5552458182961669
12233,10,2,1.0,1.0,2.0,99.0,2.0,2.0,2.0,99.0,99.0,2.0,1.0,12,2,1,1,1,3,4,1,1,2,4,2,1,0.802200473100524,0.2587983901198868
10774,10,1,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,4,1,1,3,2,1,2,1,4,1,1,0.401100236550262,0.2690815539153076
18179,5,2,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2,2,2,1,1,3,4,1,2,1,1,1,1,0.624820777113219,0.2768018545050907
10147,10,3,,,,,,,,,,,,1,3,2,2,1,1,4,1,2,1,1,1,1,0.802200473100524,1.21068393251239
2652,10,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1,2,1,1,4,1,2,3,99,2,1,2.4066014193015723,1.3129140246768796
1225,9,1,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,1,3,2,3,5,3,4,1,2,8,4,1,0.4509005960677219,0.3432949131154549
5451,4,1,,,,,,,,,,,,1,2,2,2,2,2,3,1,2,2,2,3,1,1.6815511175595308,1.1793822812216617
15827,10,1,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,2,2,1,1,2,1,2,1,6,2,1,0.401100236550262,0.2624786397596415
13937,10,1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,5,1,2,1,5,3,2,4,1,1,1,4,1,0.401100236550262,0.5755936966654925
2241,10,3,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,9,1,2,2,1,1,2,1,2,3,8,3,1,2.4066014193015723,2.5366618655616384
17829,10,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10,3,3,2,1,1,3,1,1,4,6,4,1,1.2033007096507862,1.7780110893723615
6638,10,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,2,2,1,1,4,1,2,1,1,2,2,0.802200473100524,0.2865407540093289
12163,10,1,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1,2,2,2,2,4,1,2,1,6,4,1,0.401100236550262,0.3354831670965816
9986,10,3,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,12,3,4,2,1,1,2,1,2,2,1,2,2,0.802200473100524,1.152104491414811
14786,10,2,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1,1,2,1,1,3,1,2,2,5,3,1,1.604400946201048,1.0099203754230932
15455,10,2,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1,1,2,1,1,1,1,2,3,6,3,1,2.4066014193015723,3.379568433934508
6995,9,2,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2,2,2,1,1,3,2,1,2,2,6,2,1,0.901801192135444,0.65639796038055
4429,10,1,,,,,,,,,,,,2,3,3,2,1,1,4,4,2,1,1,1,1,0.802200473100524,0.6878978659308708
10261,7,3,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2,2,2,1,1,3,3,1,2,2,2,3,1,0.3549963201832534,0.1669789518660827
11228,6,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2,1,4,1,99,3,3,4,2,3,2,4,2,1.1746962625712611,1.9969918243755047
2836,10,2,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1,3,3,2,2,2,1,1,2,3,99,2,1,1.2033007096507862,3.874310261195731
14416,9,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,99,2,4,4,4,1,1,4,1,2,1,1.3527017882031658,0.1711360931563443
6557,10,2,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2,1,2,2,1,1,4,1,2,1,5,3,1,0.802200473100524,0.3457072800659924
15235,10,99,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,1,4,1,1,2,8,3,1,1.604400946201048,0.5084560020428105
16814,10,2,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2,1,2,2,1,1,2,1,2,2,5,1,1,1.604400946201048,1.6897744116382285
15677,10,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,1,2,2,1,1,4,1,1,1,5,2,2,0.802200473100524,0.1960975766665643
7856,10,2,,,,,,,,,,,,12,1,4,99,99,99,99,99,99,99,99,2,1,0.802200473100524,0.4990664458035471
17569,10,3,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,3,2,1,1,3,1,1,2,4,4,1,0.802200473100524,0.4954144591018217
965,10,1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,6,3,2,2,2,2,1,4,2,2,1,4,1,1.604400946201048,5.454124253915292
13136,10,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,3,2,1,1,4,1,1,1,1,2,1,0.802200473100524,1.0076411829283307
7361,9,3,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,2,1,2,1,1,4,1,1,1,1,3,2,0.2254502980338609,0.1383820011467222
12721,9,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,10,1,3,2,1,1,1,1,2,2,4,4,1,0.4509005960677219,0.6142977968773128
5268,7,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,12,3,1,1,2,3,2,1,1,2,3,1,1,0.3549963201832534,0.9318801762117204
15500,10,2,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1,1,3,2,1,1,2,1,2,2,8,3,1,0.802200473100524,0.5735073842061904
12238,6,99,,,,,,,,,,,,12,2,4,1,1,3,3,1,2,1,1,4,1,0.391565420857087,0.1938714545535986
15359,10,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,2,2,1,1,2,1,2,1,4,2,1,0.401100236550262,0.3253386026075849
1913,10,1,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2,1,1,1,1,3,4,4,1,2,2,3,1,1.604400946201048,1.6368175613767295
11903,9,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,1,2,1,2,1,4,2,2,0.2254502980338609,0.1509108545934513
11495,10,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11,1,3,2,3,5,3,4,1,4,4,2,1,2.4066014193015723,3.0014000356381105
14495,10,2,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1,2,1,1,3,1,2,1,1,2,1,0.802200473100524,0.4118676304847737
1142,2,2,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,1,3,2,2,2,4,4,1,2,3,1,1,1.154727337430026,0.444702400399214
16706,4,2,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,12,1,2,2,2,2,3,1,2,3,7,3,1,2.522326676339296,1.7832498894556863
14494,10,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,7,1,1,2,3,5,3,4,1,1,6,4,1,0.802200473100524,1.0368271813836012
7679,5,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,1,4,2,1,1,4,1,2,1,99,3,1,0.3124103885566095,0.150319069709066
14455,10,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4,3,1,2,1,1,4,1,1,2,3,2,1,1.604400946201048,1.9895907817648857
17640,10,1,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,3,5,1,4,2,2,1,2,1,1.604400946201048,2.043897998741303
510,10,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,2,1,1,4,1,1,99,5,4,1,1.604400946201048,0.9751397755117776
12296,10,1,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,3,2,4,4,4,1,1,2,5,2,1,1.604400946201048,0.7034924981887479
2544,10,2,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,9,3,2,1,1,3,2,1,2,2,4,2,1,0.802200473100524,1.5940903256727248
12542,8,2,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,2,1,1,5,3,2,1,2,1,2,4,1,0.3849644251589357,0.4628705237822254
3881,9,2,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2,1,2,2,2,2,2,4,2,1,1,3,1,0.4509005960677219,1.0769516671202009
5237,10,2,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,9,1,3,2,1,1,2,4,2,2,8,4,1,1.604400946201048,1.7171718957213824
6697,10,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,2,2,1,1,4,1,1,2,3,1,2,0.802200473100524,0.2887589727878695
12944,10,2,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,1,2,1,99,3,2,4,2,2,7,1,1,0.802200473100524,1.0269195596860978
10464,9,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,2,1,1,4,1,1,1,3,3,2,0.2254502980338609,0.1383820011467222
9418,10,2,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,1,1,4,3,2,1,1,1,6,1,1,0.401100236550262,0.4091640529720605
9605,2,3,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,3,2,1,1,4,1,2,1,1,3,2,0.2886818343575065,0.1468948728760142
7127,8,2,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,3,2,1,1,3,1,2,2,1,4,1,0.3849644251589357,0.2570364232117054
16319,10,2,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,10,1,3,2,1,1,3,1,1,3,8,3,1,1.2033007096507862,0.6785857245890617
6789,4,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2,2,2,2,1,1,3,1,2,3,5,3,1,2.522326676339296,1.2448530934202686
2301,6,99,,,,,,,,,,,,5,1,3,2,1,1,99,1,1,1,2,1,1,0.783130841714174,0.4263684858342405
2391,10,2,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,2,1,2,1,1,3,1,2,1,4,3,2,0.802200473100524,0.7543469905766619
18663,8,1,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2,3,1,1,1,3,4,4,2,1,2,3,1,0.3849644251589357,0.4734484137913078
18657,10,2,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,10,1,2,1,1,3,1,1,3,3,5,2,1,2.4066014193015723,2.131948428763681
6873,10,3,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1,3,3,1,1,3,1,1,1,1,1,3,1,0.802200473100524,2.725479523678436
10730,10,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,1,1,4,1,2,1,1,4,1,0.802200473100524,0.4906135202483394
18016,10,2,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,9,2,3,2,1,1,4,4,2,2,5,3,1,0.802200473100524,0.6868904544667936
11467,10,3,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2,1,1,2,1,1,4,1,2,2,7,3,1,0.802200473100524,0.6161642993203253
11013,10,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,2,2,2,2,4,1,2,2,1,3,1,1.604400946201048,1.190364751517499
14695,10,2,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2,1,1,2,1,1,2,1,2,1,3,4,1,0.802200473100524,0.7067962601430609
17362,10,3,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,12,2,4,2,99,99,3,1,1,2,8,4,1,0.802200473100524,0.6906951039512931
5601,8,2,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,11,2,99,2,1,1,4,1,2,1,3,4,1,0.3849644251589357,0.4856611328019924
15488,10,1,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,12,1,2,2,1,1,2,1,2,2,6,1,1,0.802200473100524,0.6073027616784477
